  336  2.0228e+03  1.0125    
  337  2.1241e+03  1.0380    
  338  2.2474e+03  1.0777    
  339  2.3781e+03  1.1346    
  340  2.5734e+03  1.1770    
  341  2.6674e+03  1.1968    
  342  2.7899e+03  1.2022    
  343  2.9481e+03  1.1961    
  344  3.0921e+03  1.1986    
  345  3.2648e+03  1.1983    
  346  3.3728e+03  1.1980    
  347  3.5531e+03  1.2147    
  348  3.7475e+03  1.2171    
  349  3.8921e+03  1.2482    
  350  3.9862e+03  1.2737    
  351  4.1242e+03  1.3277    
  352  4.2260e+03  1.3761    
  353  4.3354e+03  1.4444    
  354  4.4233e+03  1.5127    
  355  4.4815e+03  1.5440    
  356  4.5329e+03  1.5896    
  357  4.5916e+03  1.6409    
  358  4.6865e+03  1.7036    
  359  4.7452e+03  1.7577    
  360  4.8040e+03  1.8119    
  361  4.8623e+03  1.8460    
  362  4.9715e+03  1.9001    
  363  5.0656e+03  1.9284    
  364  5.1884e+03  1.9481    
  365  5.2968e+03  1.9679    
  366  5.4123e+03  1.9819    
  367  5.5493e+03  1.9930    
  368  5.8447e+03  2.0066    
  369  6.0392e+03  2.0148    
  370  6.2263e+03  2.0143    
  371  6.5651e+03  2.0393    
  372  6.8175e+03  2.0616    
  373  6.9835e+03  2.0812    
  374  7.1641e+03  2.1093    
  375  7.3234e+03  2.1547    
  376  7.4681e+03  2.1886    
  377  7.5988e+03  2.2426    
  378  7.7803e+03  2.3165    
  379  7.8897e+03  2.3791    
  380  8.0137e+03  2.4560    
  381  8.1229e+03  2.5129    
  382  8.2252e+03  2.5869    
  383  8.3277e+03  2.6667    
  384  8.4374e+03  2.7464    
  385  8.5918e+03  2.8975    
  386  8.7242e+03  3.0286    
  387  8.8784e+03  3.1683    
  388  9.0253e+03  3.3051    
  389  9.1862e+03  3.4219    
  390  9.2956e+03  3.4873    
  391  9.3907e+03  3.5614    
  392  9.5002e+03  3.6297    
  393  9.5948e+03  3.6781    
  394  9.6819e+03  3.7150    
  395  9.7982e+03  3.7662    
  396  9.8926e+03  3.8031    
  397  1.0001e+04  3.8343    
  398  1.0146e+04  3.8711    
  399  1.0290e+04  3.8936    
  400  1.0413e+04  3.9162    
  401  1.0615e+04  3.9386    
  402  1.0788e+04  3.9468    
  403  1.0997e+04  3.9606    
  404  1.1170e+04  3.9688    
  405  1.1408e+04  3.9796    
  406  1.1833e+04  3.9815    
  407  1.2085e+04  3.9838    
