    1  1.4980e+04  7.4522e+01
    2  1.4340e+04  7.1461e+01
    3  1.3428e+04  6.6901e+01
    4  1.2680e+04  6.3983e+01
    5  1.1635e+04  6.0942e+01
    6  1.0577e+04  5.8796e+01
    7  9.6015e+03  5.6990e+01
    8  8.5851e+03  5.5117e+01
    9  7.7978e+03  5.2820e+01
   10  7.1710e+03  4.9483e+01
   11  6.9656e+03  4.7706e+01
   12  6.4599e+03  4.4019e+01
   13  5.9428e+03  4.1707e+01
   14  5.1289e+03  3.9686e+01
   15  4.3151e+03  3.7803e+01
   16  3.5821e+03  3.5640e+01
   17  2.8890e+03  3.3132e+01
   18  2.1702e+03  3.1450e+01
   19  1.3829e+03  2.9153e+01
   20  8.8046e+02  2.7597e+01
   21  5.8085e+02  2.6100e+01
