    1  5.1987e+02  3.0366e+01
    2  9.2875e+02  3.2614e+01
    3  1.4992e+03  3.4510e+01
    4  2.3546e+03  3.7079e+01
    5  2.7504e+03  3.9603e+01
    6  3.0636e+03  4.1168e+01
    7  3.8097e+03  4.3055e+01
    8  4.5563e+03  4.5217e+01
    9  5.1160e+03  4.8832e+01
   10  5.4472e+03  5.3285e+01
   11  5.8329e+03  5.8078e+01
   12  6.8002e+03  6.3117e+01
   13  8.0066e+03  6.5530e+01
   14  9.1619e+03  6.9803e+01
   15  9.7481e+03  7.3142e+01
   16  1.0556e+04  7.9976e+01
   17  1.0982e+04  8.4699e+01
   18  1.1668e+04  9.1333e+01
   19  1.2201e+04  9.5294e+01
   20  1.2842e+04  9.8630e+01
   21  1.3778e+04  1.0126e+02
   22  1.4943e+04  1.0299e+02
