    1  1.4241e+03  2.6662    
    2  1.8690e+03  2.9032    
    3  2.2901e+03  3.2414    
    4  2.5656e+03  3.8352    
    5  2.7430e+03  4.4822    
    6  2.9736e+03  5.6296    
    7  3.2248e+03  6.2743    
    8  3.6932e+03  6.3600    
    9  4.1865e+03  6.4952    
   10  4.6350e+03  7.1839    
   11  5.0184e+03  8.9791    
   12  5.2815e+03  1.1129e+01
   13  5.5747e+03  1.3982e+01
   14  5.9680e+03  1.7032e+01
   15  6.4705e+03  1.8321e+01
   16  7.0329e+03  1.7852e+01
   17  7.5466e+03  1.7434e+01
   18  8.2344e+03  1.7262e+01
   19  9.1048e+03  1.8389e+01
   20  9.8661e+03  2.1277e+01
   21  1.0564e+04  2.5472e+01
   22  1.1113e+04  2.9571e+01
   23  1.1636e+04  3.3420e+01
   24  1.2121e+04  3.5714e+01
   25  1.2600e+04  3.7105e+01
   26  1.3193e+04  3.7387e+01
   27  1.3902e+04  3.6763e+01
   28  1.4658e+04  3.5885e+01
   29  1.4999e+04  3.5473e+01
