    1  1.4966e+04  1.5545e+01
    2  1.4494e+04  1.5107e+01
    3  1.3898e+04  1.4373e+01
    4  1.3205e+04  1.3893e+01
    5  1.2637e+04  1.3660e+01
    6  1.1923e+04  1.3632e+01
    7  1.1160e+04  1.3706e+01
    8  9.7063e+03  1.3501e+01
    9  8.8375e+03  1.2574e+01
   10  8.1338e+03  1.0739e+01
   11  7.4520e+03  8.5513    
   12  6.6745e+03  6.7183    
   13  6.2025e+03  6.1809    
   14  5.6076e+03  5.6474    
   15  4.7681e+03  5.3223    
   16  4.1477e+03  4.6891    
   17  3.6988e+03  3.9502    
   18  3.2265e+03  3.3626    
   19  2.8065e+03  3.1750    
   20  1.8198e+03  2.9048    
