    1  1.5014e+04  1.2330e+01
    2  1.4522e+04  1.2346e+01
    3  1.3808e+04  1.2368e+01
    4  1.3093e+04  1.2190e+01
    5  1.2255e+04  1.2015e+01
    6  1.1391e+04  1.1791e+01
    7  1.0526e+04  1.1266e+01
    8  9.9537e+03  1.0531e+01
    9  9.4290e+03  9.5435    
   10  8.7789e+03  8.2587    
   11  8.2542e+03  7.2711    
   12  7.6307e+03  6.2365    
   13  6.6646e+03  5.4636    
   14  6.0958e+03  5.1300    
   15  5.3297e+03  4.7525    
   16  4.7852e+03  4.3679    
   17  4.1902e+03  3.8344    
   18  3.8679e+03  3.5433    
   19  3.4722e+03  3.3047    
   20  2.9042e+03  3.0715    
   21  2.1151e+03  2.8955    
