    1  5.5043e+02  2.3901e+01
    2  1.2031e+03  2.6480e+01
    3  2.0852e+03  2.8910e+01
    4  2.9529e+03  3.0722e+01
    5  4.1602e+03  3.3754e+01
    6  5.7196e+03  3.7180e+01
    7  7.2666e+03  4.1364e+01
    8  8.3288e+03  4.6673e+01
    9  9.0220e+03  4.9250e+01
   10  9.6191e+03  5.0869e+01
   11  1.0473e+04  5.2682e+01
   12  1.1313e+04  5.3808e+01
   13  1.1963e+04  5.4530e+01
   14  1.2978e+04  5.5991e+01
   15  1.3548e+04  5.7199e+01
   16  1.4429e+04  5.9010e+01
   17  1.4971e+04  6.0151e+01
