    1  2.3612e+03  1.0146    
    2  2.5127e+03  1.0343    
    3  2.6502e+03  1.0654    
    4  2.7949e+03  1.0993    
    5  2.9323e+03  1.1333    
    6  3.0551e+03  1.1530    
    7  3.1996e+03  1.1755    
    8  3.3942e+03  1.1894    
    9  3.4880e+03  1.1977    
   10  3.7183e+03  1.2001    
   11  4.0712e+03  1.2078    
   12  4.3307e+03  1.2272    
   13  4.5183e+03  1.2497    
   14  4.7060e+03  1.2750    
   15  4.8653e+03  1.3175    
   16  5.0391e+03  1.3656    
   17  5.2206e+03  1.4366    
   18  5.3298e+03  1.4964    
   19  5.4903e+03  1.5932    
   20  5.7376e+03  1.7155    
   21  5.9850e+03  1.8406    
   22  6.0937e+03  1.8718    
   23  6.2674e+03  1.9171    
   24  6.4480e+03  1.9481    
   25  6.5996e+03  1.9678    
   26  6.7295e+03  1.9818    
   27  6.9603e+03  2.0041    
   28  7.1978e+03  2.0035    
   29  7.4715e+03  2.0144    
   30  7.8246e+03  2.0335    
   31  8.1057e+03  2.0500    
   32  8.3653e+03  2.0723    
   33  8.5672e+03  2.0890    
   34  8.7839e+03  2.1256    
   35  9.1018e+03  2.1821    
   36  9.3983e+03  2.2471    
   37  9.5359e+03  2.2868    
   38  9.7970e+03  2.3747    
   39  1.0182e+04  2.5253    
   40  1.0604e+04  2.7386    
   41  1.0844e+04  2.8666    
   42  1.1092e+04  3.0175    
   43  1.1282e+04  3.1314    
   44  1.1442e+04  3.2224    
   45  1.1602e+04  3.3078    
   46  1.1784e+04  3.4016    
   47  1.2002e+04  3.5011    
   48  1.2191e+04  3.5864    
   49  1.2474e+04  3.6801    
   50  1.2785e+04  3.7565    
   51  1.3125e+04  3.8243    
   52  1.3479e+04  3.8806    
   53  1.3810e+04  3.9056    
   54  1.3976e+04  3.9223    
   55  1.4351e+04  3.9501    
   56  1.4625e+04  3.9637    
   57  1.4920e+04  3.9773    
