    1  1.4971e+04  1.1227e+02
    2  1.3794e+04  1.1137e+02
    3  1.2778e+04  1.1025e+02
    4  1.1979e+04  1.0885e+02
    5  1.1381e+04  1.0696e+02
    6  1.0877e+04  1.0403e+02
    7  1.0479e+04  1.0040e+02
    8  1.0067e+04  9.5817e+01
    9  9.5964e+03  8.8690e+01
   10  9.1683e+03  8.2730e+01
   11  8.7011e+03  7.7734e+01
   12  8.0444e+03  7.2473e+01
   13  7.4731e+03  7.0096e+01
   14  6.5509e+03  6.7943e+01
   15  5.6278e+03  6.5240e+01
   16  5.3536e+03  6.2710e+01
   17  5.0222e+03  5.8120e+01
   18  4.6342e+03  5.1883e+01
   19  4.1275e+03  4.7577e+01
   20  3.3131e+03  4.5212e+01
   21  2.6470e+03  4.2702e+01
   22  2.4133e+03  4.0101e+01
   23  2.0725e+03  3.8194e+01
   24  1.5839e+03  3.6844e+01
   25  1.0953e+03  3.5425e+01
   26  5.9136e+02  3.2907e+01
